bugType,sourceBeforeFix,sourceAfterFix,,
CHANGE_IDENTIFIER,parent.decrementPrioritizableForTree(amt),parent.decrementPrioritizableForTree0(amt),,
MORE_SPECIFIC_IF,config().getSoLinger() > 0,javaChannel().isOpen() && config().getSoLinger() > 0,,
CHANGE_NUMERAL,Math.abs(diff - maxAge) <= 1,Math.abs(diff - maxAge) <= 2,,
CHANGE_IDENTIFIER,new ChannelHandlerAdapter(){   @Override public void channelWritabilityChanged(  ChannelHandlerContext ctx) throws Exception {     buf.append(ctx.channel().isWritable());     buf.append(' ');   } } ,new ChannelInboundHandlerAdapter(){   @Override public void channelWritabilityChanged(  ChannelHandlerContext ctx) throws Exception {     buf.append(ctx.channel().isWritable());     buf.append(' ');   } } ,,
CHANGE_IDENTIFIER,new ChannelHandlerAdapter(){   @Override public void channelWritabilityChanged(  ChannelHandlerContext ctx) throws Exception {     buf.append(ctx.channel().isWritable());     buf.append(' ');   } } ,new ChannelInboundHandlerAdapter(){   @Override public void channelWritabilityChanged(  ChannelHandlerContext ctx) throws Exception {     buf.append(ctx.channel().isWritable());     buf.append(' ');   } } ,,
CHANGE_IDENTIFIER,new ChannelHandlerAdapter(){   @Override public void channelWritabilityChanged(  ChannelHandlerContext ctx) throws Exception {     buf.append(ctx.channel().isWritable());     buf.append(' ');   } } ,new ChannelInboundHandlerAdapter(){   @Override public void channelWritabilityChanged(  ChannelHandlerContext ctx) throws Exception {     buf.append(ctx.channel().isWritable());     buf.append(' ');   } } ,,
CHANGE_IDENTIFIER,new ChannelHandlerAdapter(){   @Override public void channelWritabilityChanged(  ChannelHandlerContext ctx) throws Exception {     buf.append(ctx.channel().isWritable());     buf.append(' ');   } } ,new ChannelInboundHandlerAdapter(){   @Override public void channelWritabilityChanged(  ChannelHandlerContext ctx) throws Exception {     buf.append(ctx.channel().isWritable());     buf.append(' ');   } } ,,
SWAP_BOOLEAN_LITERAL,"new WebSocketServerHandshakerFactory(getWebSocketLocation(req),null,false)","new WebSocketServerHandshakerFactory(getWebSocketLocation(req),null,true)",,
CHANGE_OPERAND,lc + pb,lc + lp,,
CHANGE_IDENTIFIER,lc + pb,lc + lp,,
DIFFERENT_METHOD_SAME_ARGS,decoder.readOutbound(),decoder.readInbound(),,
CHANGE_IDENTIFIER,decoder.readOutbound(),decoder.readInbound(),,
CHANGE_IDENTIFIER,"/**   * Returns a duplicate of this resource record.  */ @Override public ByteBufHolder duplicate(){   return new DnsResource(name(),type(),dnsClass(),ttl,content.duplicate()); } ","/**   * Returns a duplicate of this resource record.  */ @Override public DnsResource duplicate(){   return new DnsResource(name(),type(),dnsClass(),ttl,content.duplicate()); } ",,
CHANGE_MODIFIER,2,10,,
CHANGE_MODIFIER,1,9,,
CHANGE_NUMERAL,port >= 65535,port >= 65536,,
CHANGE_UNARY_OPERATOR,config.isAutoRead(),!config.isAutoRead(),,
CHANGE_UNARY_OPERATOR,config.isAutoRead(),!config.isAutoRead(),,
CHANGE_UNARY_OPERATOR,config.isAutoRead(),!config.isAutoRead(),,
CHANGE_UNARY_OPERATOR,config.isAutoRead(),!config.isAutoRead(),,
CHANGE_UNARY_OPERATOR,isCancelled0(result),!isCancelled0(result),,
CHANGE_UNARY_OPERATOR,isCancelled0(result),!isCancelled0(result),,
DIFFERENT_METHOD_SAME_ARGS,connectPromise.setFailure(t),connectPromise.tryFailure(t),,
CHANGE_IDENTIFIER,connectPromise.setFailure(t),connectPromise.tryFailure(t),,
CHANGE_MODIFIER,1,9,,
CHANGE_MODIFIER,1,9,,
CHANGE_MODIFIER,2,66,,
CHANGE_MODIFIER,2,66,,
DIFFERENT_METHOD_SAME_ARGS,promise.setFailure(cause),promise.tryFailure(cause),,
CHANGE_IDENTIFIER,promise.setFailure(cause),promise.tryFailure(cause),,
CHANGE_UNARY_OPERATOR,"!SystemPropertyUtil.getBoolean(""io.netty.noJdkZlibDecoder"",true)","SystemPropertyUtil.getBoolean(""io.netty.noJdkZlibDecoder"",true)",,
CHANGE_MODIFIER,1024,1025,,
DIFFERENT_METHOD_SAME_ARGS,"((ChannelProgressivePromise)promise).setProgress(progress,-1)","((ChannelProgressivePromise)promise).tryProgress(progress,-1)",,
CHANGE_IDENTIFIER,"((ChannelProgressivePromise)promise).setProgress(progress,-1)","((ChannelProgressivePromise)promise).tryProgress(progress,-1)",,
DIFFERENT_METHOD_SAME_ARGS,ch.unsafe().flushNow(),ch.unsafe().flush(),,
CHANGE_IDENTIFIER,ch.unsafe().flushNow(),ch.unsafe().flush(),,
DIFFERENT_METHOD_SAME_ARGS,"ctx.write(""Welcome to "" + InetAddress.getLocalHost().getHostName() + "" secure chat service!\n"")","ctx.writeAndFlush(""Welcome to "" + InetAddress.getLocalHost().getHostName() + "" secure chat service!\n"")",,
CHANGE_IDENTIFIER,"ctx.write(""Welcome to "" + InetAddress.getLocalHost().getHostName() + "" secure chat service!\n"")","ctx.writeAndFlush(""Welcome to "" + InetAddress.getLocalHost().getHostName() + "" secure chat service!\n"")",,
DIFFERENT_METHOD_SAME_ARGS,"ctx.write(""Your session is protected by "" + ctx.pipeline().get(SslHandler.class).engine().getSession().getCipherSuite() + "" cipher suite.\n"")","ctx.writeAndFlush(""Your session is protected by "" + ctx.pipeline().get(SslHandler.class).engine().getSession().getCipherSuite() + "" cipher suite.\n"")",,
CHANGE_IDENTIFIER,"ctx.write(""Your session is protected by "" + ctx.pipeline().get(SslHandler.class).engine().getSession().getCipherSuite() + "" cipher suite.\n"")","ctx.writeAndFlush(""Your session is protected by "" + ctx.pipeline().get(SslHandler.class).engine().getSession().getCipherSuite() + "" cipher suite.\n"")",,
DIFFERENT_METHOD_SAME_ARGS,"c.write(""["" + ctx.channel().remoteAddress() + ""] ""+ msg+ '\n')","c.writeAndFlush(""["" + ctx.channel().remoteAddress() + ""] ""+ msg+ '\n')",,
CHANGE_IDENTIFIER,"c.write(""["" + ctx.channel().remoteAddress() + ""] ""+ msg+ '\n')","c.writeAndFlush(""["" + ctx.channel().remoteAddress() + ""] ""+ msg+ '\n')",,
DIFFERENT_METHOD_SAME_ARGS,"c.write(""[you] "" + msg + '\n')","c.writeAndFlush(""[you] "" + msg + '\n')",,
CHANGE_IDENTIFIER,"c.write(""[you] "" + msg + '\n')","c.writeAndFlush(""[you] "" + msg + '\n')",,
OVERLOAD_METHOD_MORE_ARGS,compositeBuffer(),compositeBuffer(Integer.MAX_VALUE),,
OVERLOAD_METHOD_MORE_ARGS,wrappedBuffer(byteBuffer),"wrappedBuffer(Integer.MAX_VALUE,byteBuffer)",,
CHANGE_IDENTIFIER,src[srcIdx],src[i],,
CHANGE_IDENTIFIER,src[srcIdx],src[i],,
CHANGE_IDENTIFIER,new TelnetServerPipelineFactory(),new TelnetServerInitializer(),,
CHANGE_OPERATOR,count <= 0,count < 0,,
CHANGE_MODIFIER,1,0,,
CHANGE_IDENTIFIER,return handshakeTimeoutMillis; ,return closeNotifyTimeoutMillis; ,,
CHANGE_IDENTIFIER,"decodeAttribute(nameAttribute.getValue(),charset)",cleanString(nameAttribute.getValue()),,
DIFFERENT_METHOD_SAME_ARGS,"logger.error(""Failed to enumerate network interfaces"",e)","logger.warn(""Failed to enumerate network interfaces"",e)",,
CHANGE_IDENTIFIER,"logger.error(""Failed to enumerate network interfaces"",e)","logger.warn(""Failed to enumerate network interfaces"",e)",,
CHANGE_OPERATOR,closedChannelException != null,closedChannelException == null,,
CHANGE_NUMERAL,runTasks & 0x40,runTasks & 0x3F,,
DIFFERENT_METHOD_SAME_ARGS,assertFalse(dr.isFailure()),assertTrue(dr.isFailure()),,
CHANGE_IDENTIFIER,assertFalse(dr.isFailure()),assertTrue(dr.isFailure()),,
DIFFERENT_METHOD_SAME_ARGS,assertFalse(dr.isFailure()),assertTrue(dr.isFailure()),,
CHANGE_IDENTIFIER,assertFalse(dr.isFailure()),assertTrue(dr.isFailure()),,
DIFFERENT_METHOD_SAME_ARGS,assertFalse(dr.isFailure()),assertTrue(dr.isFailure()),,
CHANGE_IDENTIFIER,assertFalse(dr.isFailure()),assertTrue(dr.isFailure()),,
CHANGE_IDENTIFIER,ChannelStateHandler handler=(ChannelStateHandler)handler(); ,ChannelHandler handler=handler(); ,,
CHANGE_IDENTIFIER,handler instanceof ChannelInboundHandler,handler instanceof ChannelOutboundHandler,,
DIFFERENT_METHOD_SAME_ARGS,promise.tryFailure(new ClosedChannelException()),promise.setFailure(new ClosedChannelException()),,
CHANGE_IDENTIFIER,promise.tryFailure(new ClosedChannelException()),promise.setFailure(new ClosedChannelException()),,
DIFFERENT_METHOD_SAME_ARGS,promise.setFailure(new ClosedChannelException()),promise.tryFailure(new ClosedChannelException()),,
CHANGE_IDENTIFIER,promise.setFailure(new ClosedChannelException()),promise.tryFailure(new ClosedChannelException()),,
DIFFERENT_METHOD_SAME_ARGS,runAllTasks(),processSelectedKeys(),,
CHANGE_IDENTIFIER,runAllTasks(),processSelectedKeys(),,
DIFFERENT_METHOD_SAME_ARGS,processSelectedKeys(),runAllTasks(),,
CHANGE_IDENTIFIER,processSelectedKeys(),runAllTasks(),,
CHANGE_MODIFIER,1,17,,
DIFFERENT_METHOD_SAME_ARGS,ctx.nextOutboundMessageBuffer(),ctx.nextInboundMessageBuffer(),,
CHANGE_IDENTIFIER,ctx.nextOutboundMessageBuffer(),ctx.nextInboundMessageBuffer(),,
CHANGE_NUMERAL,Thread.sleep(400),Thread.sleep(401),,
CHANGE_NUMERAL,Thread.sleep(50),Thread.sleep(51),,
CHANGE_IDENTIFIER,"AbstractBootstrap<ServerBootstrap,Channel>","AbstractBootstrap<ServerBootstrap,ServerChannel>",,
CHANGE_IDENTIFIER,"AbstractBootstrap<ServerBootstrap,ServerChannel>","AbstractBootstrap<ServerBootstrap,Channel>",,
CHANGE_IDENTIFIER,StringBuilder sb=new StringBuilder(64); ,ByteBuf line=buffer(64); ,,
CHANGE_IDENTIFIER,sb.toString(),line.toString(charset),,
CHANGE_IDENTIFIER,sb.toString(),line.toString(charset),,
CHANGE_IDENTIFIER,StringBuilder sb=new StringBuilder(64); ,ByteBuf line=buffer(64); ,,
CHANGE_IDENTIFIER,sb.toString(),line.toString(charset),,
CHANGE_IDENTIFIER,sb.toString(),line.toString(charset),,
DIFFERENT_METHOD_SAME_ARGS,data.remaining(),data.position(),,
CHANGE_IDENTIFIER,data.remaining(),data.position(),,
CHANGE_MODIFIER,1,17,,
CHANGE_MODIFIER,1,17,,
CHANGE_UNARY_OPERATOR,Values.WEBSOCKET.equalsIgnoreCase(upgrade),!Values.WEBSOCKET.equalsIgnoreCase(upgrade),,
CHANGE_UNARY_OPERATOR,Values.UPGRADE.equalsIgnoreCase(connection),!Values.UPGRADE.equalsIgnoreCase(connection),,
CHANGE_UNARY_OPERATOR,Values.WEBSOCKET.equalsIgnoreCase(upgrade),!Values.WEBSOCKET.equalsIgnoreCase(upgrade),,
CHANGE_UNARY_OPERATOR,Values.UPGRADE.equalsIgnoreCase(connection),!Values.UPGRADE.equalsIgnoreCase(connection),,
CHANGE_NUMERAL,"new SpdySessionStatus(11,""INTERNAL_ERROR"")","new SpdySessionStatus(2,""INTERNAL_ERROR"")",,
CHANGE_NUMERAL,case 11: ,case 2: ,,
CHANGE_UNARY_OPERATOR,Values.WEBSOCKET.equalsIgnoreCase(upgrade),!Values.WEBSOCKET.equalsIgnoreCase(upgrade),,
CHANGE_UNARY_OPERATOR,Values.UPGRADE.equalsIgnoreCase(connection),!Values.UPGRADE.equalsIgnoreCase(connection),,
OVERLOAD_METHOD_DELETED_ARGS,"sctpChannelClass.getMethod(""open"",null)","sctpChannelClass.getMethod(""open"")",,
CHANGE_IDENTIFIER,"public abstract <T>SctpChannel setOption(SctpSocketOption<T> name,T value) throws IOException ; ","public abstract <T>SctpServerChannel setOption(SctpSocketOption<T> name,T value) throws IOException ; ",,
CHANGE_NUMERAL,timeout=120000,timeout=30000,,
CHANGE_CALLER_IN_FUNCTION_CALL,header.writeBytes(mask),out.writeBytes(mask),,
CHANGE_IDENTIFIER,header.writeBytes(mask),out.writeBytes(mask),,
CHANGE_CALLER_IN_FUNCTION_CALL,header.writeBytes(mask),out.writeBytes(mask),,
CHANGE_IDENTIFIER,header.writeBytes(mask),out.writeBytes(mask),,
CHANGE_IDENTIFIER,Exception e,Throwable t,,
DIFFERENT_METHOD_SAME_ARGS,buf.clear(),buf.discardReadBytes(),,
CHANGE_IDENTIFIER,buf.clear(),buf.discardReadBytes(),,
CHANGE_OPERATOR,index > capacity(),index >= capacity(),,
CHANGE_IDENTIFIER,"public ByteBuf getBufferFor(int index) throws IOException {   if (index < 0 || index > capacity()) {     throw new IndexOutOfBoundsException(""Invalid index: "" + index + "" - Bytes needed: ""+ (index)+ "", maximum is ""+ capacity());   }   int componentId=componentId(index);   return components[componentId].duplicate(); } ","public ByteBuf getBufferFor(int index) throws IndexOutOfBoundsException {   if (index < 0 || index > capacity()) {     throw new IndexOutOfBoundsException(""Invalid index: "" + index + "" - Bytes needed: ""+ (index)+ "", maximum is ""+ capacity());   }   int componentId=componentId(index);   return components[componentId].duplicate(); } ",,
CHANGE_OPERATOR,index > capacity(),index >= capacity(),,
CHANGE_IDENTIFIER,"public ByteBuf getBufferFor(int index) throws IOException {   if (index < 0 || index > capacity()) {     throw new IndexOutOfBoundsException(""Invalid index: "" + index + "" - Bytes needed: ""+ (index)+ "", maximum is ""+ capacity());   }   int componentId=componentId(index);   return components[componentId].duplicate(); } ","public ByteBuf getBufferFor(int index) throws IndexOutOfBoundsException {   if (index < 0 || index > capacity()) {     throw new IndexOutOfBoundsException(""Invalid index: "" + index + "" - Bytes needed: ""+ (index)+ "", maximum is ""+ capacity());   }   int componentId=componentId(index);   return components[componentId].duplicate(); } ",,
CHANGE_MODIFIER,1,17,,
CHANGE_MODIFIER,1,17,,
ADD_THROWS_EXCEPTION,1,1,,
CHANGE_IDENTIFIER,ChannelBufferHolders.catchAllBuffer(),ChannelBufferHolders.messageBuffer(queue),,
MORE_SPECIFIC_IF,that.getPath() == null,that.getPath() == null && getPath() != null,,
MORE_SPECIFIC_IF,that.getDomain() == null,that.getDomain() == null && getDomain() != null,,
MORE_SPECIFIC_IF,c.getPath() == null,c.getPath() == null && getPath() != null,,
MORE_SPECIFIC_IF,c.getDomain() == null,c.getDomain() == null && getDomain() != null,,
MORE_SPECIFIC_IF,that.getPath() == null,that.getPath() == null && getPath() != null,,
MORE_SPECIFIC_IF,that.getDomain() == null,that.getDomain() == null && getDomain() != null,,
MORE_SPECIFIC_IF,c.getPath() == null,c.getPath() == null && getPath() != null,,
MORE_SPECIFIC_IF,c.getDomain() == null,c.getDomain() == null && getDomain() != null,,
CHANGE_UNARY_OPERATOR,"""true"".equalsIgnoreCase(value)","!""true"".equalsIgnoreCase(value)",,
CHANGE_UNARY_OPERATOR,byteBuf.readable(),!byteBuf.readable(),,
MORE_SPECIFIC_IF,inbound.isEmpty() && inbound.hasByteBuffer(),!inbound.isBypass() && inbound.isEmpty() && inbound.hasByteBuffer(),,
CHANGE_CALLER_IN_FUNCTION_CALL,data.limit(),buffer.limit(),,
CHANGE_IDENTIFIER,data.limit(),buffer.limit(),,
CHANGE_CALLER_IN_FUNCTION_CALL,data.limit(),buffer.limit(),,
CHANGE_IDENTIFIER,data.limit(),buffer.limit(),,
LESS_SPECIFIC_IF,handlers[0] == null,handlers.length == 0 || handlers[0] == null,,
LESS_SPECIFIC_IF,handlers[0] == null,handlers.length == 0 || handlers[0] == null,,
CHANGE_MODIFIER,2,66,,
CHANGE_NUMERAL,selector.select(500),selector.select(10),,
CHANGE_NUMERAL,500 * 1000000L,10 * 1000000L,,
CHANGE_NUMERAL,selector.select(500),selector.select(10),,
CHANGE_NUMERAL,500 * 1000000L,10 * 1000000L,,
